,index,AGGT,DIV,CIV,HIST,GEO,KISW,ENGL,PHY,CHEM,BIO,B/MATH,Course
1920,9340,20,II,C,C,C,B,C,F,C,C,D,HGE
1921,9345,13,I,B,B,B,B,B,D,C,B,F,HGL
1922,9348,20,II,C,C,C,B,C,D,D,C,C,EGM
1923,9350,20,II,C,D,C,C,B,D,C,C,C,EGM
1924,9351,20,II,C,C,C,B,C,D,C,C,C,EGM
1925,9353,17,I,C,B,C,B,B,D,C,C,C,CBG
1926,9355,13,I,C,C,B,A,A,C,C,B,B,PCB
1927,9356,20,II,C,C,C,B,C,D,C,C,C,PGM
1928,9357,19,II,C,C,C,C,B,D,C,B,D,HGE
1929,9361,21,II,C,C,C,C,C,F,D,C,F,HGL
1930,9362,20,II,C,C,C,C,C,D,C,B,C,HGE
1931,9363,15,I,C,B,B,A,B,D,C,C,C,WATER SUPPLY AND SANITATION ENGINEERING
1932,9365,20,II,C,C,C,B,C,D,C,C,C,EGM
1933,9366,17,I,B,C,B,B,C,D,C,B,C,EGM
1934,9368,17,I,B,C,C,B,A,D,C,C,D,HGE
1935,9370,12,I,B,B,C,B,A,C,B,B,A,PCM
1936,9371,19,II,C,D,C,B,B,C,C,C,C,NURSING AND MIDWIFERY
1937,9375,20,II,C,C,C,B,C,D,C,C,D,CBG
1938,9380,10,I,C,B,B,A,B,B,B,A,A,PCB
1939,9381,20,II,C,C,D,B,C,D,C,C,F,HKL
1940,9383,21,II,C,D,C,C,C,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1941,9387,19,II,C,C,C,C,B,D,C,B,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1942,9390,19,II,C,C,C,C,B,C,B,C,C,PCB
1943,9392,16,I,B,C,C,B,A,C,C,B,C,PCB
1944,9602,23,III,C,D,C,D,D,F,C,C,D,BANKING AND FINANCE
1945,9616,21,II,C,D,C,C,C,F,C,C,D,HGL
1946,9636,23,III,C,D,C,C,D,F,D,C,F,ACCOUNTANCY
1947,9642,23,III,D,C,C,C,C,D,D,C,D,INSURANCE AND RISK MANAGEMENT
1948,9643,19,II,C,B,C,C,C,D,C,B,D,CBG
1949,9652,24,III,D,C,C,C,D,F,D,C,F,MARKETING AND PUBLIC RELATIONS
1950,9654,20,II,C,C,C,C,C,D,C,B,F,CBG
1951,9660,20,II,C,C,C,B,D,F,C,C,D,HKL
1952,9663,22,III,C,D,C,C,C,F,C,D,C,INSURANCE AND RISK MANAGEMENT
1953,9670,21,II,C,C,C,C,C,D,C,C,D,HGL
1954,9672,22,III,C,C,C,C,D,F,D,C,F,PUBLIC SECTOR ACCOUNTING AND FINANCE
1955,9689,13,I,B,C,C,B,A,B,B,B,C,PCM
1956,9690,19,II,C,C,C,C,C,B,C,C,B,PCM
1957,9694,20,II,C,D,C,C,C,C,C,C,B,PCM
1958,9700,20,II,C,D,C,C,C,B,C,C,C,PCB
1959,9703,16,I,B,C,C,C,C,C,B,B,B,CLINICAL MEDICINE
1960,9705,17,I,C,C,C,C,B,B,C,B,B,PCM
1961,9710,20,II,C,C,C,C,B,C,C,C,F,PCB
1962,9712,20,II,C,D,C,C,B,C,D,C,F,HKL
1963,9713,22,III,C,D,C,C,C,D,D,C,C,COMPUTING AND INFORMATION COMMUNICATION TECHNOLOGY
1964,10209,16,I,B,C,C,C,A,D,C,B,B,PCM
1965,10210,16,I,C,B,C,B,A,D,C,B,C,CLINICAL MEDICINE
1966,10211,12,I,B,C,B,B,A,C,B,B,A,PCM
1967,10212,13,I,B,C,B,B,A,D,B,B,B,PCB
1968,10213,16,I,B,C,B,B,A,D,C,C,C,PCM
1969,10214,11,I,B,B,B,C,A,C,B,B,A,PCM
1970,10215,12,I,A,B,B,B,B,C,B,A,B,PCB
1971,10216,19,II,B,C,C,C,B,D,C,C,C,HGE
1972,10217,15,I,B,B,C,B,A,F,C,B,D,HGE
1973,10218,14,I,B,A,B,C,A,D,C,B,C,HKL
1974,10219,15,I,B,C,C,B,A,D,C,B,C,PCB
1975,10220,11,I,B,C,C,B,A,C,B,A,A,PCB
1976,10221,11,I,A,B,B,C,A,C,B,A,B,PCB
1977,10222,11,I,B,B,B,B,A,C,A,A,B,PCB
1978,10223,16,I,B,C,C,B,A,D,C,B,C,PCB
1979,10224,17,I,B,C,C,C,B,D,C,B,C,PCB
1980,10225,12,I,B,B,B,B,A,C,C,B,A,PCB
1981,10226,14,I,A,C,C,A,B,D,C,B,B,CLINICAL MEDICINE
1982,10227,10,I,A,C,B,A,A,C,B,A,B,PCB
1983,10228,12,I,B,B,B,B,A,C,B,B,A,PCB
1984,10229,18,II,C,C,C,B,A,F,C,C,C,CBG
1985,10230,19,II,B,C,C,C,B,D,C,C,C,EGM
1986,10231,12,I,B,B,B,A,B,C,B,B,A,PCM
1987,10232,16,I,C,C,C,C,A,D,B,B,B,EGM
1988,10233,14,I,B,C,B,B,A,C,C,B,B,PCB
1989,10234,20,II,B,D,C,C,C,D,C,C,C,PCM
1990,10235,16,I,B,C,C,B,A,D,C,B,C,PHARMACEUTICAL SCIENCES
1991,10236,12,I,A,B,B,B,A,D,C,B,C,PCB
1992,10237,8,I,B,B,A,B,A,C,A,A,A,PCB
1993,10238,15,I,B,C,C,B,A,D,C,B,C,EGM
1994,10239,18,II,B,C,C,B,C,D,C,C,C,NURSING AND MIDWIFERY
1995,10240,17,I,B,C,C,C,B,D,C,B,C,PCB
1996,10241,15,I,A,B,C,B,B,D,C,B,C,CBG
1997,10242,17,I,B,C,C,C,A,F,C,B,C,HGL
1998,10243,11,I,A,C,B,B,A,C,B,B,A,PCB
1999,10244,20,II,B,C,C,C,C,F,C,C,D,CBG
2000,10245,8,I,A,B,B,A,A,C,A,A,A,PCB
2001,10246,19,II,C,C,C,C,A,D,C,C,C,CBG
2002,10247,17,I,B,C,C,B,B,F,C,C,D,CBG
2003,10248,9,I,B,A,B,A,A,C,B,A,A,PCB
2004,10249,15,I,A,C,C,B,B,D,C,B,C,CLINICAL MEDICINE
2005,10250,16,I,B,C,C,B,B,D,C,C,A,PCB
2006,10251,15,I,B,C,C,B,A,D,C,B,B,CLINICAL MEDICINE
2007,10252,15,I,B,B,C,B,B,D,C,B,B,PCB
2008,10253,15,I,B,B,C,B,A,D,C,B,C,PCB
2009,10254,17,I,B,C,C,C,A,D,C,B,C,PCB
2010,10255,9,I,A,A,B,B,A,C,B,A,A,PCB
2011,10256,11,I,A,B,C,B,A,C,B,A,B,NURSING AND MIDWIFERY
2012,10257,10,I,B,B,B,B,A,C,A,A,A,PCB
2013,10258,12,I,B,B,B,C,A,C,B,B,A,PGM
2014,10259,13,I,B,B,B,C,B,D,C,B,A,EGM
2015,10260,10,I,A,B,C,A,A,D,C,B,A,PCB
2016,10261,13,I,B,A,C,C,A,C,B,B,B,PCB
2017,10262,18,II,B,C,C,B,B,D,C,C,C,PGM
2018,10263,12,I,B,B,B,B,A,B,B,B,B,PCB
2019,10264,18,II,B,C,C,B,B,D,C,C,C,NURSING AND MIDWIFERY
2020,10265,19,II,C,C,C,B,B,F,C,C,C,EGM
2021,10266,14,I,B,B,C,A,B,D,C,B,B,PCB
2022,10267,19,II,C,C,C,B,B,D,C,C,C,EGM
2023,10268,10,I,B,B,B,B,A,C,B,A,A,PCB
2024,10269,16,I,C,C,C,B,A,D,C,C,B,PCB
2025,10270,9,I,A,B,B,C,A,D,A,A,A,PCM
2026,10271,18,II,C,C,C,B,B,D,C,C,B,PCM
2027,10272,14,I,B,B,C,B,B,D,C,B,A,PCB
2028,10273,9,I,A,B,A,B,A,C,B,A,A,PGM
2029,10274,16,I,B,C,C,B,B,D,C,B,B,PCB
2030,10275,11,I,B,A,C,B,A,C,B,A,B,PCB
2031,10276,18,II,B,C,C,B,B,F,D,C,D,HGL
2032,10277,17,I,B,C,C,B,A,D,C,C,C,NURSING AND MIDWIFERY
2033,10278,16,I,A,C,C,C,A,D,C,C,D,HGL
2034,10279,17,I,C,B,C,B,B,D,C,C,B,EGM
2035,10280,20,II,C,C,C,C,B,F,C,C,C,EGM
2036,10736,18,II,C,C,C,B,A,D,C,C,C,CBG
2037,10739,19,II,C,C,C,B,B,F,C,C,D,CBG
2038,10740,22,III,C,D,D,C,B,F,C,C,D,HKL
2039,10743,17,I,C,D,C,B,A,D,C,B,C,PCM
2040,10745,24,III,C,D,D,C,C,F,C,D,D,LOGISTICS AND TRANSPORT MANAGEMENT
2041,10746,21,II,C,D,C,C,C,D,C,C,C,WATER SUPPLY AND SANITATION ENGINEERING
2042,10747,20,II,C,C,C,C,B,X,C,C,F,HGE
2043,10750,18,II,C,C,C,B,B,D,C,C,B,PCM
2044,10751,20,II,C,C,C,C,B,F,C,C,D,HGL
2045,10752,19,II,B,C,C,C,B,F,C,C,F,HGL
2046,10753,22,III,C,D,C,C,C,F,C,C,D,RURAL DEVELOPMENT PLANNING
2047,10754,23,III,D,D,C,C,D,F,C,C,C,ACCOUNTANCY
2048,10755,20,II,C,C,C,B,C,D,C,C,C,HGE
2049,10756,20,II,C,C,C,B,C,D,C,C,C,CBG
2050,10758,24,III,C,D,D,C,C,X,D,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
2051,10759,22,III,C,F,D,C,C,F,C,C,C,"LAND MANAGEMENT, VALUATION AND REGISTRATION"
2052,11875,24,III,D,D,C,C,C,F,D,C,F,TAXATION
2053,11877,22,III,C,C,D,B,C,F,D,C,D,HKL
2054,11878,17,I,C,B,C,B,A,D,C,C,D,PCB
2055,11883,23,III,C,D,D,C,B,D,D,C,F,RURAL DEVELOPMENT PLANNING
2056,11891,24,III,D,C,D,D,C,D,D,C,C,MARKETING AND PUBLIC RELATIONS
2057,11892,24,III,D,D,D,C,B,D,D,C,D,PROCUREMENT AND LOGISTICS MANAGEMENT
2058,11899,19,II,C,C,B,B,C,C,C,C,C,NURSING AND MIDWIFERY
2059,11900,23,III,D,C,D,C,C,D,C,D,C,PROCUREMENT AND LOGISTICS MANAGEMENT
2060,11903,24,III,D,D,D,C,C,F,D,C,F,PUBLIC ADMINISTRATION
2061,11904,24,III,C,F,C,D,C,D,D,C,D,LAW
2062,11909,18,II,C,A,C,C,B,D,D,C,C,PGM
2063,11910,20,II,C,C,C,C,B,C,C,C,C,PCM
2064,11914,24,III,D,D,C,C,C,F,D,C,D,SECRETARIAL STUDIES
2065,11915,22,III,C,C,D,C,C,D,D,C,F,RURAL DEVELOPMENT PLANNING
2066,11919,24,III,D,D,C,C,C,D,D,C,D,ACCOUNTANCY
2067,11920,22,III,C,C,C,C,C,D,D,C,D,ECONOMICS DEVELOPMENT
2068,11929,19,II,C,A,C,B,C,D,D,C,F,HGE
2069,11931,21,II,C,C,C,C,C,D,C,C,C,HGK
2070,11941,24,III,C,D,D,C,C,F,F,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
2071,12052,23,III,C,D,D,C,C,D,C,C,D,WATER SUPPLY AND SANITATION ENGINEERING
2072,12057,22,III,C,F,D,C,C,D,C,C,C,PCM
2073,12069,22,III,C,D,C,C,C,F,C,C,D,HGL
2074,12071,25,III,C,D,D,D,C,F,C,D,D,COMMUNITY DEVELOPMENT
2075,12082,24,III,C,F,D,C,C,D,C,D,D,INFORMATION TECHNOLOGY
2076,12085,23,III,C,D,C,C,C,D,D,C,D,ACCOUNTANCY
2077,12095,24,III,C,D,C,C,D,D,C,D,D,MINING ENGINEERING
2078,12106,23,III,C,D,C,C,C,D,D,C,D,MARKETING
2079,12107,22,III,C,D,C,C,C,F,C,C,F,MARINE AND REFRIGERATION ENGINEERING
2080,12171,21,II,C,C,C,B,C,F,D,C,D,HGL
2081,12174,23,III,C,D,D,C,C,F,C,C,D,BANKING AND FINANCE
2082,12176,21,II,C,D,C,B,C,F,D,D,C,EGM
2083,12182,23,III,C,D,C,C,C,F,D,C,F,CERTIFICATE IN MANAGEMENT AND ACCOUNTING
2084,12184,23,III,C,D,C,C,C,D,D,C,F,ACCOUNTANCY
2085,12185,20,II,C,C,C,B,C,D,C,C,D,HGE
2086,12187,18,II,C,C,C,A,C,D,C,C,B,EGM
2087,12188,25,III,D,D,D,C,C,D,D,C,D,HUMAN RESOURCE MANAGEMENT
2088,12189,20,II,C,C,C,B,C,D,C,C,C,WATER SUPPLY AND SANITATION ENGINEERING
2089,12191,22,III,D,D,D,C,C,C,C,C,C,WATER SUPPLY AND SANITATION ENGINEERING
2090,12192,20,II,C,C,C,B,C,D,C,C,D,HGE
2091,12194,18,II,C,B,B,B,C,D,C,C,C,WATER LABORATORY TECHNOLOGY
2092,12195,19,II,C,C,C,B,C,D,C,B,F,WATER LABORATORY TECHNOLOGY
2093,12645,7,I,A,B,A,A,A,A,A,A,A,PCB
2094,12646,11,I,B,C,B,B,A,B,B,A,A,PGM
2095,12649,14,I,C,B,C,B,B,C,C,A,A,PCB
2096,12653,16,I,C,B,C,B,B,C,C,C,A,PCM
2097,12659,7,I,B,A,A,A,A,A,A,A,A,PCM
2098,12663,11,I,B,A,B,B,A,C,B,A,B,PCM
2099,12664,7,I,B,A,A,A,A,A,A,B,A,PCB
2100,12668,13,I,B,A,B,C,B,C,C,A,B,EGM
2101,12671,14,I,C,A,C,C,A,C,C,B,A,PCM
2102,12674,12,I,B,B,B,A,A,B,C,B,B,EGM
2103,12676,11,I,A,B,A,B,B,B,B,A,B,PCB
2104,12677,12,I,C,A,C,B,B,C,B,B,A,PCM
2105,12679,11,I,B,B,B,A,A,C,B,B,A,ELECTRONICS AND TELECOMMUNICATION ENGINEERING
2106,12683,9,I,B,A,B,A,A,B,B,A,A,PCM
2107,12684,12,I,B,B,B,A,B,B,B,B,A,EGM
2108,12686,10,I,B,B,B,A,A,B,B,A,A,PGM
2109,12687,11,I,B,A,B,A,B,B,B,B,A,PCM
2110,12689,10,I,A,A,B,B,B,A,B,B,A,PCB
2111,12693,20,II,C,D,C,A,C,D,C,D,C,EGM
2112,12705,22,III,C,D,D,B,C,D,C,C,D,HKL
2113,12710,23,III,C,D,C,C,D,F,C,C,D,COMMUNITY DEVELOPMENT
2114,12722,21,II,C,D,C,A,C,D,C,D,D,HGK
2115,12727,22,III,C,C,C,C,C,D,C,D,D,HGL
2116,12755,22,III,C,D,C,C,C,D,C,C,D,BUSINESS ADMINISTRATION
2117,12763,18,II,C,C,C,A,C,D,C,B,D,CBG
2118,12765,23,III,C,C,D,C,D,F,C,C,F,BUSINESS ADMINISTRATION
2119,12771,23,III,C,D,C,C,D,F,C,C,F,HUMAN RESOURCE MANAGEMENT
2120,12875,21,II,C,D,C,B,C,F,D,C,D,HKL
2121,12886,20,II,C,C,C,B,C,D,D,C,D,HGL
2122,12891,20,II,C,C,C,B,C,F,C,C,F,CBG
2123,12893,24,III,C,F,D,C,C,F,D,D,D,LAW
2124,12916,19,II,C,C,C,B,B,D,C,C,C,EGM
2125,12918,21,II,C,C,C,B,C,D,C,D,D,HGL
2126,12933,19,II,C,C,C,B,C,D,C,C,C,EGM
2127,12939,19,II,C,C,C,B,B,D,C,C,C,PCM
2128,12941,20,II,C,C,C,C,B,D,C,C,D,CBG
2129,12944,22,III,C,D,C,C,C,D,C,C,D,ENVIRONMENTAL HEALTH SCIENCES
2130,12951,18,II,A,C,C,C,C,C,C,C,D,HGE
2131,12952,14,I,B,B,B,B,B,C,B,B,C,PCB
2132,12966,14,I,B,A,B,B,C,C,C,A,C,PCB
2133,12967,20,II,B,C,C,C,C,D,C,C,F,CBG
2134,12969,22,III,C,C,C,C,C,F,D,D,F,BUSINESS ADMINISTRATION
2135,12976,22,III,C,D,D,B,C,D,D,C,D,CERTIFICATE IN ACCOUNTING AND FINANCE
2136,12980,23,III,D,D,D,B,C,D,C,C,D,ACCOUNTING AND TRANSPORT FINANCE
2137,12981,18,II,C,C,C,B,C,D,C,C,B,PGM
2138,12982,23,III,C,D,C,C,C,D,D,C,F,INSURANCE AND RISK MANAGEMENT
2139,12986,19,II,B,C,C,B,C,D,D,C,C,EGM
2140,12990,20,II,C,C,C,C,B,D,D,C,D,HGL
2141,12992,23,III,C,C,D,C,D,F,C,C,D,PUBLIC SECTOR ACCOUNTING AND FINANCE
2142,13000,17,I,B,C,C,B,B,C,C,B,D,PCB
2143,13001,18,II,B,C,C,B,B,D,C,C,C,CBG
2144,13010,22,III,C,D,C,C,D,D,C,C,C,LEATHER PRODUCTS TECHNOLOGY
2145,13013,20,II,C,C,C,C,C,C,C,B,C,PCB
2146,13015,20,II,C,D,C,B,C,C,D,C,C,EGM
2147,13538,21,II,C,C,C,B,C,D,D,C,D,HGE
2148,13544,24,III,C,D,C,C,D,F,D,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
2149,13546,20,II,C,C,C,B,B,D,D,C,D,HGL
2150,13547,12,I,C,A,C,A,A,D,C,A,B,PCB
2151,13554,16,I,C,B,C,B,A,D,C,B,C,PCB
2152,13555,20,II,C,C,C,B,C,D,D,C,C,EGM
2153,13556,23,III,D,C,D,B,D,D,D,C,C,BUSINESS ADMINISTRATION
2154,13559,18,II,C,B,C,B,C,D,C,C,B,PGM
2155,13560,17,I,C,B,C,A,B,D,C,C,D,CBG
2156,13566,24,III,D,C,D,C,C,D,D,C,D,HUMAN RESOURCE MANAGEMENT
2157,13568,19,II,C,C,C,A,C,D,C,C,D,CBG
2158,13571,15,I,C,B,B,B,B,C,C,B,B,PGM
2159,13573,24,III,C,D,D,B,C,D,D,D,F,MARKETING AND PUBLIC RELATIONS
2160,13575,24,III,C,D,D,C,C,F,D,C,F,ACCOUNTANCY
2161,13583,25,III,C,F,D,B,C,F,F,C,F,STASHAHADA YA UALIMU ELIMU YA AWALI
2162,13584,20,II,C,C,C,B,C,C,C,C,D,PCB
2163,13592,22,III,C,D,C,B,C,D,D,C,F,HKL
2164,13606,24,III,C,D,D,C,C,D,D,C,D,BUSINESS ADMINISTRATION
2165,13607,20,II,C,C,C,B,C,D,C,C,C,EGM
2166,13609,20,II,C,C,C,A,D,F,C,C,F,HGK
2167,13611,24,III,C,D,C,C,C,D,D,D,D,ACCOUNTANCY
2168,13614,24,III,C,D,D,C,C,D,D,C,D,COMMUNITY DEVELOPMENT
2169,13619,25,III,D,D,D,B,C,F,F,C,F,STASHAHADA YA UALIMU ELIMU YA MSINGI
2170,13620,23,III,C,D,C,C,C,D,D,C,F,COMMUNITY DEVELOPMENT
2171,13621,20,II,C,C,C,B,C,D,C,C,D,HGK
2172,13624,23,III,D,C,C,C,C,F,D,C,F,MARKETING AND PUBLIC RELATIONS
2173,13625,22,III,C,D,C,C,C,D,D,C,C,TOUR GUIDING OPERATIONS
2174,13627,22,III,C,D,C,B,C,F,D,C,F,BUSINESS ADMINISTRATION
2175,13629,23,III,C,D,D,B,C,D,F,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
2176,13630,21,II,C,C,C,B,C,D,D,C,F,HGK
2177,13631,19,II,C,C,B,B,C,C,C,C,C,PCM
2178,13635,24,III,D,D,C,C,D,F,C,C,F,COMMUNITY DEVELOPMENT
2179,13636,20,II,C,C,C,B,C,F,C,C,F,HGK
2180,13638,22,III,C,C,D,A,C,F,F,C,F,HGK
2181,13726,18,II,C,C,C,B,B,D,C,B,F,CBG
2182,13730,22,III,C,C,C,C,D,F,C,C,F,HUMAN RESOURCE MANAGEMENT
2183,13892,23,III,C,D,D,B,D,F,C,C,F,HUMAN RESOURCE MANAGEMENT
2184,13901,19,II,C,B,C,B,C,D,C,C,F,CBG
2185,13907,23,III,C,C,C,C,D,D,D,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
2186,13911,24,III,C,D,D,C,D,F,C,C,F,HUMAN RESOURCE MANAGEMENT
2187,13914,23,III,C,F,D,C,D,D,C,C,C,ACCOUNTANCY
2188,13919,24,III,C,D,D,C,C,F,D,C,D,HUMAN RESOURCE MANAGEMENT
2189,13925,20,II,C,C,C,B,C,D,C,C,F,HKL
2190,13929,23,III,C,D,C,C,D,D,C,C,F,ACCOUNTANCY
2191,13932,18,II,C,C,C,B,C,C,B,C,B,PCM
2192,13949,22,III,C,D,C,C,B,F,D,C,F,MARKETING
2193,13952,24,III,C,D,D,B,D,F,C,D,F,GRAPHIC ARTS AND PRINTING
2194,13954,22,III,C,D,C,B,C,F,C,D,F,HUMAN RESOURCE MANAGEMENT
2195,13964,21,II,C,D,C,C,C,D,C,C,C,IRRIGATION ENGINEERING
2196,13968,21,II,C,C,C,C,C,D,C,C,C,HGK
2197,13971,21,II,C,C,D,B,C,D,D,C,C,HKL
2198,13972,24,III,C,D,C,C,C,F,D,D,D,HUMAN RESOURCE MANAGEMENT
2199,13975,20,II,C,C,C,B,C,D,C,C,C,EGM
2200,14344,20,II,C,C,C,B,C,F,C,C,D,HGL
2201,14345,21,II,C,C,C,C,C,D,C,C,D,HGK
2202,14349,21,II,C,C,C,D,C,F,C,C,D,HGL
2203,14368,20,II,C,C,C,B,C,F,C,C,D,HGL
2204,14819,19,II,C,C,C,B,B,D,D,C,C,EGM
2205,14820,18,II,C,C,C,B,A,D,C,C,C,EGM
2206,14822,16,I,C,B,C,B,B,D,C,B,B,PCB
2207,14826,11,I,B,B,B,A,A,D,B,A,C,PCB
2208,14829,18,II,C,C,C,A,C,D,C,C,B,EGM
2209,14830,23,III,C,D,C,C,C,F,D,C,F,INSURANCE AND SOCIAL PROTECTION
2210,14831,10,I,B,B,B,A,A,C,B,A,A,PCB
2211,14833,19,II,C,C,C,B,B,D,C,C,C,EGM
2212,14834,9,I,A,B,B,A,A,C,B,A,A,PCB
2213,14835,14,I,B,B,C,B,A,D,C,A,C,FOOD SCIENCE AND TECHNOLOGY
2214,14836,12,I,B,A,C,A,A,C,B,B,C,PCM
2215,14839,21,II,C,C,C,C,C,F,C,C,C,EGM
2216,14840,15,I,C,B,C,A,B,D,C,B,B,PCB
2217,14842,16,I,C,C,C,B,A,D,B,B,C,PCB
2218,14845,20,II,C,C,C,B,B,F,D,C,D,HGE
2219,14851,21,II,C,C,C,C,C,D,D,C,C,EGM
2220,14852,20,II,C,D,C,B,B,D,D,C,C,EGM
2221,14853,18,II,C,C,C,B,A,D,C,C,C,MECHATRONICS ENGINEERING
2222,14854,21,II,C,D,C,B,B,F,D,C,D,HKL
2223,14856,18,II,C,B,C,A,C,D,C,C,C,PCB
2224,14859,18,II,B,B,C,B,C,D,C,C,C,EGM
2225,14862,19,II,C,C,C,B,C,D,C,B,D,NURSING AND MIDWIFERY
2226,14864,25,III,C,D,D,C,C,D,D,D,D,ACCOUNTANCY
2227,14867,17,I,B,C,C,B,B,D,C,C,B,EGM
2228,14877,20,II,C,C,C,B,C,D,C,C,D,CBG
2229,14878,16,I,C,C,B,B,A,F,C,B,C,EGM
2230,14879,18,II,C,C,C,A,B,D,C,C,C,CBG
2231,14880,18,II,C,C,C,B,B,D,C,B,C,PCB
2232,14883,15,I,C,C,C,A,B,C,B,B,B,PCM
2233,14884,16,I,C,C,C,A,A,C,C,B,C,PGM
2234,14885,17,I,C,C,C,A,A,D,C,C,D,HGL
2235,14886,20,II,C,C,C,B,C,D,C,C,C,CBG
2236,14887,24,III,C,D,D,C,C,F,D,C,D,INSURANCE AND SOCIAL PROTECTION
2237,14889,21,II,C,C,C,C,A,F,F,C,F,HGL
2238,14890,11,I,B,C,B,A,A,C,B,B,A,PCB
2239,14891,20,II,C,D,C,B,C,F,D,B,C,EGM
2240,14893,20,II,C,D,C,B,B,D,D,C,C,EGM
2241,14896,19,II,C,D,C,B,B,D,C,C,C,PCM
2242,14897,15,I,B,B,C,B,B,D,C,A,C,CBG
2243,14898,21,II,C,D,C,C,B,F,D,C,C,EGM
2244,14900,14,I,B,C,B,B,B,C,B,B,B,EGM
2245,14907,21,II,C,D,C,C,C,D,C,C,C,PCM
2246,14909,17,I,B,B,C,C,C,D,C,A,C,PCB
2247,14911,24,III,C,D,C,C,D,F,F,C,D,COMMUNITY DEVELOPMENT
2248,14912,21,II,C,C,D,B,C,D,C,C,D,HKL
2249,14913,20,II,C,C,C,B,C,F,C,C,D,HGE
2250,14914,19,II,C,C,C,B,C,D,C,B,C,CBG
2251,14919,20,II,C,C,C,C,C,D,D,B,C,EGM
2252,14921,18,II,C,B,C,B,B,D,C,C,C,PCM
2253,14924,19,II,C,C,C,C,A,D,D,C,C,EGM
2254,14925,21,II,C,C,C,B,C,D,D,C,D,HKL
2255,14926,20,II,C,C,C,C,C,D,C,B,D,HGE
2256,14928,15,I,C,B,C,B,B,C,C,B,A,PCM
2257,14929,17,I,C,B,C,C,B,D,C,A,D,PCB
2258,14930,18,II,C,C,C,B,B,C,C,B,C,PCB
2259,14932,20,II,C,C,C,C,C,C,B,C,C,PCB
2260,14935,22,III,C,D,D,C,C,D,C,C,C,ENVIRONMENTAL HEALTH SCIENCES
2261,14936,17,I,C,C,C,B,A,C,C,B,C,PCB
2262,14937,15,I,C,A,C,B,B,C,C,B,B,PCM
2263,14938,22,III,C,C,C,C,C,D,D,C,D,BUSINESS MANAGEMENT
2264,14940,17,I,C,C,C,B,B,C,C,B,B,PCB
2265,14942,10,I,B,A,B,B,A,C,B,A,A,MECHANICAL ENGINEERING
2266,14943,15,I,C,B,C,C,B,C,B,A,B,PCB
2267,14946,25,III,D,D,D,C,C,D,D,C,D,SECRETARIAL STUDIES
2268,14947,18,II,C,C,C,B,C,C,C,B,B,PCB
2269,14948,10,I,B,A,C,A,B,C,A,A,B,PCB
2270,14951,13,I,C,A,C,B,B,C,B,A,B,PCB
2271,14952,12,I,B,B,C,A,C,C,B,A,A,PCB
2272,14954,12,I,B,B,C,A,B,C,B,A,B,PCB
2273,14955,7,I,B,A,B,A,A,A,A,A,A,PCB
2274,14958,22,III,C,D,C,C,C,D,C,D,C,HUMAN RESOURCE MANAGEMENT
2275,14960,8,I,B,A,B,A,A,B,A,A,A,PCM
2276,14962,22,III,C,C,D,C,B,D,D,C,F,HKL
2277,14963,19,II,C,C,C,C,C,D,C,C,A,PCM
2278,14967,19,II,C,C,C,C,C,C,C,B,B,PCM
2279,14968,22,III,C,D,C,C,C,D,C,C,D,HOSPITALITY OPERATIONS
2280,14969,19,II,C,D,C,C,B,C,C,B,C,PCB
2281,14971,18,II,C,B,C,C,B,D,C,B,C,PCM
2282,14972,19,II,C,D,C,B,B,D,D,B,C,PGM
2283,14973,19,II,C,D,C,C,B,C,B,C,C,PCM
2284,14974,18,II,C,C,C,B,B,C,C,B,C,PCM
2285,14976,21,II,C,C,C,C,C,D,C,C,C,HGK
2286,14977,21,II,D,C,C,C,C,D,C,C,C,HGK
2287,14978,18,II,C,B,C,B,B,C,C,C,C,PCM
2288,14982,19,II,B,B,C,C,C,F,C,C,D,CBG
2289,14983,15,I,C,B,C,B,B,C,B,A,C,PCB
2290,14984,19,II,C,C,C,C,B,D,C,B,C,PGM
2291,14985,22,III,C,D,C,C,B,D,D,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
2292,14986,14,I,C,B,B,A,A,C,C,B,C,PCB
2293,14988,15,I,C,C,C,B,A,C,C,B,A,PCB
2294,14989,18,II,C,B,C,C,B,C,C,B,C,PCB
2295,14992,24,III,C,D,D,C,C,F,D,C,D,COMMUNITY DEVELOPMENT
2296,14993,21,II,C,C,C,C,C,D,C,C,C,HGL
2297,14994,20,II,C,C,C,C,C,D,C,C,B,PCM
2298,14995,18,II,C,C,C,C,A,C,C,C,B,COMPUTER SCIENCE
2299,14997,19,II,C,C,C,B,C,D,C,B,C,PGM
2300,14998,20,II,C,C,C,B,C,C,C,C,C,HGE
2301,14999,15,I,C,C,B,B,C,C,B,B,A,PCB
2302,15000,21,II,C,C,C,C,C,D,D,C,C,HGK
